Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
30,Jarvis Landry,CLE,28,WR,15,14,101,72,71.3%,840,11.7,3,46,32,8.3,4.8,56.0,2,LandJa00
31,Logan Thomas,WAS,29,TE,16,15,110,72,65.5%,670,9.3,6,36,30,6.1,4.5,41.9,0,ThomLo00
32,A.J. Brown*,TEN,23,WR,14,12,106,70,66.0%,1075,15.4,11,55,73,10.1,5.0,76.8,2,BrowAJ00
33,Mike Evans,TAM,27,WR,16,16,109,70,64.2%,1006,14.4,13,55,50,9.2,4.4,62.9,0,EvanMi00
34,Tee Higgins,CIN,21,WR,16,14,108,67,62.0%,908,13.6,6,52,67,8.4,4.2,56.8,1,HiggTe00
35,T.J. Hockenson*,DET,23,TE,16,16,101,67,66.3%,723,10.8,6,40,51,7.2,4.2,45.2,1,HockTJ00
36,D.J. Moore,CAR,23,WR,15,14,118,66,55.9%,1193,18.1,4,53,74,10.1,4.4,79.5,0,MoorD.00
37,Sterling Shepard,NYG,27,WR,12,12,90,66,73.3%,656,9.9,3,37,29,7.3,5.5,54.7,0,ShepSt00
38,Corey Davis,TEN,25,WR,14,12,92,65,70.7%,984,15.1,5,49,75,10.7,4.6,70.3,1,DaviCo03
39,Chris Godwin,TAM,24,WR,12,12,84,65,77.4%,840,12.9,7,43,47,10.0,5.4,70.0,1,GodwCh00
40,Evan Engram*,NYG,26,TE,16,14,109,63,57.8%,654,10.4,1,32,53,6.0,3.9,40.9,1,EngrEv00
41,Nyheim Hines,IND,24,,16,2,76,63,82.9%,482,7.7,4,24,29,6.3,3.9,30.1,0,HineNy00
42,DeVante Parker,MIA,27,WR,14,11,103,63,61.2%,793,12.6,4,45,31,7.7,4.5,56.6,1,ParkDe01
43,Dalton Schultz,DAL,24,TE,16,14,89,63,70.8%,615,9.8,4,33,28,6.9,3.9,38.4,1,SchuDa00
44,Chase Claypool,PIT,22,wr,16,6,109,62,56.9%,873,14.1,9,41,84,8.0,3.9,54.6,3,ClayCh01
45,Noah Fant,DEN,23,TE,15,14,93,62,66.7%,673,10.9,3,34,37,7.2,4.1,44.9,0,FantNo00
46,Darnell Mooney,CHI,23,wr,16,9,98,61,62.2%,631,10.3,4,33,53,6.4,3.8,39.4,1,MoonDa00
47,Emmanuel Sanders,NOR,33,WR,14,5,82,61,74.4%,726,11.9,5,33,51,8.9,4.4,51.9,1,SandEm00
48,Brandon Aiyuk,SFO,22,WR,12,11,96,60,62.5%,748,12.5,5,42,49,7.8,5.0,62.3,0,AiyuBr00
49,Hunter Henry,LAC,26,TE,14,14,93,60,64.5%,613,10.2,4,35,33,6.6,4.3,43.8,0,HenrHu00
50,Jamison Crowder,NYJ,27,WR,12,7,89,59,66.3%,699,11.8,6,32,69,7.9,4.9,58.3,0,CrowJa00
51,Mike Davis,CAR,27,RB,15,12,70,59,84.3%,373,6.3,2,17,23,5.3,3.9,24.9,1,DaviMi01
52,Michael Gallup,DAL,24,WR,16,15,105,59,56.2%,843,14.3,5,44,55,8.0,3.7,52.7,0,GallMi00
53,Jakobi Meyers,NWE,24,wr,14,9,81,59,72.8%,729,12.4,0,37,35,9.0,4.2,52.1,1,MeyeJa01
54,Mark Andrews,BAL,25,,14,2,88,58,65.9%,701,12.1,7,37,39,8.0,4.1,50.1,2,AndrMa00
55,Marquise Brown,BAL,23,WR,16,14,100,58,58.0%,769,13.3,8,35,70,7.7,3.6,48.1,0,BrowMa04
56,Laviska Shenault Jr.,JAX,22,WR,14,12,79,58,73.4%,600,10.3,5,33,36,7.6,4.1,42.9,0,ShenLa00
57,Eric Ebron,PIT,27,te,15,9,91,56,61.5%,558,10.0,5,30,27,6.1,3.7,37.2,1,EbroEr00
58,T.Y. Hilton,IND,31,WR,15,15,93,56,60.2%,762,13.6,5,42,50,8.2,3.7,50.8,0,HiltT.00
59,Hayden Hurst,ATL,27,te,16,9,88,56,63.6%,571,10.2,6,35,42,6.5,3.5,35.7,0,HursHa00
60,Hunter Renfrow,LVR,25,wr,16,6,77,56,72.7%,656,11.7,2,32,53,8.5,3.5,41.0,2,RenfHu00
61,Keelan Cole,JAX,27,wr,16,5,88,55,62.5%,642,11.7,5,34,51,7.3,3.4,40.1,0,ColeKe00
62,Austin Ekeler,LAC,25,RB,10,10,65,54,83.1%,403,7.5,2,20,28,6.2,5.4,40.3,1,EkelAu00
63,Larry Fitzgerald,ARI,37,WR,13,13,72,54,75.0%,409,7.6,1,25,18,5.7,4.2,31.5,0,FitzLa00
64,David Montgomery,CHI,23,RB,15,14,68,54,79.4%,438,8.1,2,25,28,6.4,3.6,29.2,1,MontDa01
65,DJ Chark,JAX,24,WR,13,12,93,53,57.0%,706,13.3,5,37,73,7.6,4.1,54.3,0,CharDJ00
66,Chase Edmonds,ARI,24,,16,2,67,53,79.1%,402,7.6,4,21,30,6.0,3.3,25.1,2,EdmoCh00
67,Will Fuller,HOU,26,WR,11,11,75,53,70.7%,879,16.6,8,38,77,11.7,4.8,79.9,0,FullWi01
68,Mike Gesicki,MIA,25,TE,15,9,85,53,62.4%,703,13.3,6,36,70,8.3,3.5,46.9,0,GesiMi00
69,Greg Ward,PHI,25,wr,16,10,79,53,67.1%,419,7.9,6,24,32,5.3,3.3,26.2,2,WardGr02
70,Ezekiel Elliott,DAL,25,RB,15,15,71,52,73.2%,338,6.5,2,20,19,4.8,3.5,22.5,6,ElliEz00
71,Jerry Jeudy,DEN,21,WR,16,14,113,52,46.0%,856,16.5,3,39,92,7.6,3.3,53.5,2,JeudJe00
72,Josh Reynolds,LAR,25,WR,16,13,81,52,64.2%,618,11.9,2,31,40,7.6,3.3,38.6,2,ReynJo00
73,Robert Tonyan,GNB,26,TE,16,8,59,52,88.1%,586,11.3,11,33,45,9.9,3.3,36.6,0,TonyRo00
74,Julio Jones,ATL,31,WR,9,9,68,51,75.0%,771,15.1,3,36,44,11.3,5.7,85.7,0,JoneJu02
75,Tim Patrick,DEN,27,WR,15,15,79,51,64.6%,742,14.5,6,33,61,9.4,3.4,49.5,0,PatrTi00
76,Jimmy Graham,CHI,34,TE,16,15,76,50,65.8%,456,9.1,8,32,30,6.0,3.1,28.5,1,GrahJi00
77,Darius Slayton,NYG,23,WR,16,15,96,50,52.1%,751,15.0,3,40,41,7.8,3.1,46.9,1,SlayDa01
78,Kendrick Bourne,SFO,25,wr,15,5,74,49,66.2%,667,13.6,2,35,49,9.0,3.3,44.5,0,BourKe00
79,Anthony Miller,CHI,26,WR,16,6,76,49,64.5%,485,9.9,2,23,34,6.4,3.1,30.3,2,MillAn02
80,James Robinson,JAX,22,RB,14,14,60,49,81.7%,344,7.0,3,15,28,5.7,3.5,24.6,3,RobiJa00
81,James White,NWE,28,,14,0,62,49,79.0%,375,7.7,1,20,34,6.0,3.5,26.8,1,WhitJa02
82,Nelson Agholor,LVR,27,WR,16,13,82,48,58.5%,896,18.7,8,37,85,10.9,3.0,56.0,0,AghoNe00
83,Christian Kirk,ARI,24,WR,14,10,79,48,60.8%,621,12.9,6,30,80,7.9,3.4,44.4,1,KirkCh01
84,George Kittle,SFO,27,TE,8,8,63,48,76.2%,634,13.2,2,32,44,10.1,6.0,79.3,0,KittGe00
85,Mike Williams,LAC,26,WR,15,11,85,48,56.5%,756,15.8,5,35,64,8.9,3.2,50.4,0,WillMi07
86,Giovani Bernard,CIN,29,RB,16,10,59,47,79.7%,355,7.6,3,15,42,6.0,2.9,22.2,1,BernGi00
87,Damiere Byrd,NWE,27,WR,16,14,77,47,61.0%,604,12.9,1,29,42,7.8,2.9,37.8,3,ByrdDa00
88,A.J. Green,CIN,32,WR,16,14,104,47,45.2%,523,11.1,2,34,33,5.0,2.9,32.7,0,GreeA.00
89,Aaron Jones*,GNB,26,RB,14,14,63,47,74.6%,355,7.6,2,15,30,5.6,3.4,25.4,2,JoneAa00
90,Danny Amendola,DET,35,wr,14,5,69,46,66.7%,602,13.1,0,30,50,8.7,3.3,43.0,0,AmenDa00
91,Dallas Goedert,PHI,25,TE,11,9,65,46,70.8%,524,11.4,3,28,41,8.1,4.2,47.6,0,GoedDa00
92,Austin Hooper,CLE,26,TE,13,13,70,46,65.7%,435,9.5,4,27,36,6.2,3.5,33.5,0,HoopAu00
93,D'Andre Swift,DET,21,,13,4,57,46,80.7%,357,7.8,2,15,26,6.3,3.5,27.5,3,SwifDA00
94,Antonio Brown,TAM,32,,8,4,62,45,72.6%,483,10.7,4,27,46,7.8,5.6,60.4,0,BrowAn04
95,Rob Gronkowski,TAM,31,TE,16,16,77,45,58.4%,623,13.8,7,29,48,8.1,2.8,38.9,1,GronRo00
96,Demarcus Robinson,KAN,26,WR,16,9,59,45,76.3%,466,10.4,3,26,28,7.9,2.8,29.1,2,RobiDe01
97,Dalvin Cook*,MIN,25,RB,14,14,54,44,81.5%,361,8.2,1,17,50,6.7,3.1,25.8,5,CookDa01
98,Tyler Higbee,LAR,27,TE,15,15,60,44,73.3%,521,11.8,5,27,44,8.7,2.9,34.7,0,HigbTy00
99,Zach Pascal,IND,26,WR,16,14,71,44,62.0%,629,14.3,5,29,42,8.9,2.8,39.3,0,PascZa00
100,Gerald Everett,LAR,26,te,16,7,62,41,66.1%,417,10.2,1,24,40,6.7,2.6,26.1,1,EverGe00
101,Myles Gaskin,MIA,23,RB,10,7,47,41,87.2%,388,9.5,2,12,59,8.3,4.1,38.8,2,GaskMy00
102,Mecole Hardman,KAN,22,wr,16,8,62,41,66.1%,560,13.7,4,23,49,9.0,2.6,35.0,2,HardMe00
103,Jonnu Smith,TEN,25,TE,15,14,65,41,63.1%,448,10.9,8,25,63,6.9,2.7,29.9,0,SmitJo01
104,Chris Conley,JAX,28,,15,4,63,40,63.5%,471,11.8,2,24,51,7.5,2.7,31.4,1,ConlCh00
105,Michael Pittman Jr.,IND,23,WR,13,8,61,40,65.6%,503,12.6,1,22,45,8.2,3.1,38.7,0,PittMi01
106,Drew Sample,CIN,24,TE,16,13,53,40,75.5%,349,8.7,1,16,23,6.6,2.5,21.8,1,SampDr00
107,Michael Thomas,NOR,27,wr,7,5,55,40,72.7%,438,11.0,0,25,24,8.0,5.7,62.6,0,ThomMi05
108,Anthony Firkser,TEN,25,,16,1,53,39,73.6%,387,9.9,1,26,45,7.3,2.4,24.2,0,FirkAn00
109,Randall Cobb,HOU,30,,10,2,48,38,79.2%,441,11.6,3,20,34,9.2,3.8,44.1,0,CobbRa00
110,Travis Fulgham,PHI,25,WR,13,8,67,38,56.7%,539,14.2,4,26,42,8.0,2.9,41.5,0,FulgTr00
111,Kareem Hunt,CLE,25,rb,16,5,51,38,74.5%,304,8.0,5,19,26,6.0,2.4,19.0,2,HuntKa00
112,Devin Singletary,BUF,23,RB,16,16,50,38,76.0%,269,7.1,0,8,34,5.4,2.4,16.8,1,SingDe00
113,Jordan Akins,HOU,28,te,13,5,49,37,75.5%,403,10.9,1,20,26,8.2,2.8,31.0,0,AkinJo00
114,Braxton Berrios,NYJ,25,,16,2,55,37,67.3%,394,10.6,3,19,43,7.2,2.3,24.6,0,BerrBr00
115,Chris Carson,SEA,26,RB,12,12,46,37,80.4%,287,7.8,4,14,29,6.2,3.1,23.9,1,CarsCh00
116,Jared Cook,NOR,33,TE,15,5,60,37,61.7%,504,13.6,7,27,46,8.4,2.5,33.6,1,CookJa02
117,Rashard Higgins,CLE,26,wr,13,6,52,37,71.2%,599,16.2,4,26,43,11.5,2.8,46.1,3,HiggRa00
118,Sammy Watkins,KAN,27,WR,10,9,55,37,67.3%,421,11.4,2,27,37,7.7,3.7,42.1,1,WatkSa00
119,Clyde Edwards-Helaire,KAN,21,RB,13,13,54,36,66.7%,297,8.3,1,12,26,5.5,2.8,22.8,0,EdwaCl00
120,Tyler Eifert,JAX,30,,15,4,60,36,60.0%,349,9.7,2,22,28,5.8,2.4,23.3,0,EifeTy00
121,Zach Ertz,PHI,30,TE,11,11,72,36,50.0%,335,9.3,1,16,42,4.7,3.3,30.5,0,ErtzZa00
122,Leonard Fournette,TAM,25,,13,3,47,36,76.6%,233,6.5,0,9,20,5.0,2.8,17.9,0,FourLe00
123,Antonio Gibson,WAS,22,RB,14,10,44,36,81.8%,247,6.9,0,9,40,5.6,2.6,17.6,1,GibsAn00
124,Jakeem Grant,MIA,28,,14,4,54,36,66.7%,373,10.4,1,22,30,6.9,2.6,26.6,2,GranJa00
125,Jonathan Taylor,IND,21,RB,15,13,39,36,92.3%,299,8.3,1,12,39,7.7,2.4,19.9,1,TaylJo02
126,James Conner,PIT,25,RB,13,11,43,35,81.4%,215,6.1,0,10,18,5.0,2.7,16.5,2,ConnJa00
127,Gabriel Davis,BUF,21,WR,16,11,62,35,56.5%,599,17.1,7,27,56,9.7,2.2,37.4,1,DaviGa01
128,David Moore,SEA,25,WR,16,6,47,35,74.5%,417,11.9,6,18,57,8.9,2.2,26.1,1,MoorDa03
129,Golden Tate,NYG,32,,12,4,52,35,67.3%,388,11.1,2,19,39,7.5,2.9,32.3,0,TateGo00
130,Tre'Quan Smith,NOR,24,WR,14,10,50,34,68.0%,448,13.2,4,22,31,9.0,2.4,32.0,1,SmitTr03
131,John Brown,BUF,30,WR,9,8,52,33,63.5%,458,13.9,3,22,46,8.8,3.7,50.9,0,BrowJo02
132,Keke Coutee,HOU,23,,8,4,40,33,82.5%,400,12.1,3,19,64,10.0,4.1,50.0,4,CoutKe00
133,N'Keal Harry,NWE,23,WR,14,9,57,33,57.9%,309,9.4,2,15,30,5.4,2.4,22.1,1,HarrNK00
134,Josh Jacobs*,LVR,22,RB,15,15,45,33,73.3%,238,7.2,0,9,29,5.3,2.2,15.9,2,JacoJo01
135,David Johnson,HOU,29,RB,12,12,46,33,71.7%,314,9.5,2,16,32,6.8,2.8,26.2,2,JohnDa08
136,Allen Lazard,GNB,25,wr,10,9,46,33,71.7%,451,13.7,3,23,72,9.8,3.3,45.1,0,LazaAl00
137,Jerick McKinnon,SFO,28,,16,4,46,33,71.7%,253,7.7,1,12,26,5.5,2.1,15.8,0,McKiJe00
138,Scott Miller,TAM,23,WR,16,5,53,33,62.3%,501,15.2,3,20,48,9.5,2.1,31.3,0,MillSc01
139,Deebo Samuel,SFO,24,wr,7,5,44,33,75.0%,391,11.8,1,19,35,8.9,4.7,55.9,0,SamuDe00
140,Willie Snead,BAL,28,wr,13,8,48,33,68.8%,432,13.1,3,23,34,9.0,2.5,33.2,1,SneaWi00
141,Marquez Valdes-Scantling,GNB,26,WR,16,12,63,33,52.4%,690,20.9,6,27,78,11.0,2.1,43.1,1,ValdMa00
142,Melvin Gordon,DEN,27,RB,15,10,44,32,72.7%,158,4.9,1,7,20,3.6,2.1,10.5,4,GordMe00
143,Cam Sims,WAS,24,WR,16,10,48,32,66.7%,477,14.9,1,18,50,9.9,2.0,29.8,1,SimsCa00
144,Mo Alie-Cox,IND,27,te,15,6,39,31,79.5%,394,12.7,2,19,45,10.1,2.1,26.3,1,AlieMo00
145,Dan Arnold,ARI,25,te,16,5,45,31,68.9%,438,14.1,4,24,59,9.7,1.9,27.4,2,ArnoDa00
146,Chris Herndon,NYJ,24,TE,16,13,45,31,68.9%,287,9.3,3,17,26,6.4,1.9,17.9,2,HernCh00
147,Jalen Reagor,PHI,21,WR,11,11,54,31,57.4%,396,12.8,1,19,55,7.3,2.8,36.0,2,ReagJa00
148,Jamaal Williams,GNB,25,,14,3,35,31,88.6%,236,7.6,1,11,29,6.7,2.2,16.9,0,WillJa06
149,KJ Hamler,DEN,21,,13,4,56,30,53.6%,381,12.7,3,17,49,6.8,2.3,29.3,2,HamlKJ00
150,Isaiah McKenzie,BUF,25,wr,16,7,34,30,88.2%,282,9.4,5,17,46,8.3,1.9,17.6,0,McKeIs00
151,Breshad Perriman,NYJ,27,WR,12,12,60,30,50.0%,505,16.8,3,20,53,8.4,2.5,42.1,0,PerrBr02
152,Irv Smith Jr.,MIN,22,te,13,7,43,30,69.8%,365,12.2,5,22,36,8.5,2.3,28.1,0,SmitIr01
153,James Washington,PIT,24,WR,16,7,56,30,53.6%,392,13.1,5,19,50,7.0,1.9,24.5,0,WashJa00
154,Kalen Ballage,2TM,25,,11,2,37,29,78.4%,166,5.7,0,5,21,4.5,2.6,15.1,1,BallKa00
155,Lynn Bowden Jr.,MIA,23,,10,4,37,28,75.7%,211,7.5,0,13,22,5.7,2.8,21.1,0,BowdLy00
156,Cameron Brate,TAM,29,,16,1,34,28,82.4%,282,10.1,2,17,25,8.3,1.8,17.6,0,BratCa00
157,Trey Burton,IND,29,,13,4,47,28,59.6%,250,8.9,3,14,20,5.3,2.2,19.2,0,BurtTr01
158,Isaiah Ford,MIA,24,,10,1,44,28,63.6%,276,9.9,0,18,18,6.3,2.8,27.6,0,FordIs00
159,Jalen Guyton,LAC,23,WR,16,9,55,28,50.9%,511,18.3,3,18,72,9.3,1.8,31.9,0,GuytJa01
160,Duke Johnson,HOU,27,rb,11,5,35,28,80.0%,249,8.9,1,8,48,7.1,2.5,22.6,3,JohnDu00
161,Ronald Jones II,TAM,23,RB,14,13,42,28,66.7%,165,5.9,1,2,37,3.9,2.0,11.8,2,JoneRo01
162,Cole Kmet,CHI,21,TE,16,9,44,28,63.6%,243,8.7,2,12,38,5.5,1.8,15.2,1,KmetCo00
163,James O'Shaughnessy,JAX,28,TE,15,13,38,28,73.7%,262,9.4,0,12,26,6.9,1.9,17.5,0,O'ShJa00
164,Tony Pollard,DAL,23,,16,2,40,28,70.0%,193,6.9,1,9,30,4.8,1.8,12.1,0,PollTo00
165,Kyle Rudolph,MIN,31,TE,12,12,37,28,75.7%,334,11.9,1,16,25,9.0,2.3,27.8,1,RudoKy00
166,Miles Sanders,PHI,23,RB,12,11,52,28,53.8%,197,7.0,0,8,28,3.8,2.3,16.4,4,SandMi01
167,Steven Sims,WAS,23,,12,2,37,27,73.0%,265,9.8,1,13,30,7.2,2.3,22.1,4,SimsSt00
168,Isaiah Wright,WAS,23,wr,14,6,35,27,77.1%,197,7.3,0,10,22,5.6,1.9,14.1,3,WrigIs01
169,Jordan Reed,SFO,30,,10,1,46,26,56.5%,231,8.9,4,16,26,5.0,2.6,23.1,0,ReedJo02
170,Henry Ruggs III,LVR,21,WR,13,12,43,26,60.5%,452,17.4,2,13,72,10.5,2.0,34.8,2,RuggHe00
171,Durham Smythe,MIA,25,TE,15,13,29,26,89.7%,208,8.0,2,13,19,7.2,1.7,13.9,0,SmytDu00
172,Rex Burkhead,NWE,30,,10,0,33,25,75.8%,192,7.7,3,11,24,5.8,2.5,19.2,0,BurkRe00
173,Kenyan Drake,ARI,26,RB,15,13,31,25,80.6%,137,5.5,0,5,18,4.4,1.7,9.1,3,DrakKe00
174,Todd Gurley,ATL,26,RB,15,15,35,25,71.4%,164,6.6,0,7,26,4.7,1.7,10.9,2,GurlTo01
175,Brian Hill,ATL,25,,16,1,30,25,83.3%,199,8.0,0,7,26,6.6,1.6,12.4,2,HillBr02
176,Jacob Hollister,SEA,27,te,16,5,40,25,62.5%,209,8.4,3,14,20,5.2,1.6,13.1,0,HollJa03
177,Boston Scott,PHI,25,,16,4,36,25,69.4%,212,8.5,1,8,18,5.9,1.6,13.3,2,ScotBo02
178,Harrison Bryant,CLE,22,TE,15,9,38,24,63.2%,238,9.9,3,14,35,6.3,1.6,15.9,2,BryaHa00
179,Will Dissly,SEA,24,te,16,12,29,24,82.8%,251,10.5,2,12,28,8.7,1.5,15.7,0,DissWi00
180,Dawson Knox,BUF,24,TE,12,7,44,24,54.5%,288,12.0,3,14,36,6.5,2.0,24.0,2,KnoxDa00
181,Greg Olsen,SEA,35,TE,11,8,37,24,64.9%,239,10.0,1,16,22,6.5,2.2,21.7,0,OlseGr00
182,Richard Rodgers,PHI,28,,14,4,31,24,77.4%,345,14.4,2,16,33,11.1,1.7,24.6,0,RodgRi00
183,Odell Beckham Jr.,CLE,28,WR,7,7,43,23,53.5%,319,13.9,3,17,43,7.4,3.3,45.6,0,BeckOd00
184,Malcolm Brown,LAR,27,,16,0,33,23,69.7%,162,7.0,0,9,30,4.9,1.4,10.1,1,BrowMa03
185,Jack Doyle,IND,30,TE,14,12,33,23,69.7%,251,10.9,3,13,28,7.6,1.6,17.9,1,DoylJa00
186,DaeSean Hamilton,DEN,25,,16,2,44,23,52.3%,293,12.7,2,16,40,6.7,1.4,18.3,1,HamiDa01
187,Adam Humphries,TEN,27,,7,1,35,23,65.7%,228,9.9,2,11,23,6.5,3.3,32.6,0,HumpAd00
188,Richie James,SFO,25,WR,11,7,35,23,65.7%,394,17.1,1,15,47,11.3,2.1,35.8,2,JameRi00
189,Joshua Kelley,LAC,23,,14,0,23,23,100.0%,148,6.4,0,9,35,6.4,1.6,10.6,2,KellJo01
190,Denzel Mims,NYJ,23,WR,9,8,44,23,52.3%,357,15.5,0,15,30,8.1,2.6,39.7,0,MimsDe00
191,Latavius Murray,NOR,30,rb,15,7,26,23,88.5%,176,7.7,1,8,25,6.8,1.5,11.7,1,MurrLa00
192,Marquez Callaway,NOR,22,,11,3,27,21,77.8%,213,10.1,0,10,27,7.9,1.9,19.4,0,CallMa01
193,Julian Edelman,NWE,34,,6,1,39,21,53.8%,315,15.0,0,18,49,8.1,3.5,52.5,0,EdelJu00
194,Darren Fells,HOU,34,TE,16,14,28,21,75.0%,312,14.9,4,16,44,11.1,1.3,19.5,0,FellDa01
195,Wayne Gallman,NYG,26,RB,15,10,27,21,77.8%,114,5.4,0,6,19,4.2,1.4,7.6,1,GallWa00
196,Andy Isabella,ARI,24,,13,2,35,21,60.0%,224,10.7,2,10,54,6.4,1.6,17.2,1,IsabAn00
197,Joe Mixon,CIN,24,rb,6,6,26,21,80.8%,138,6.6,1,5,19,5.3,3.5,23.0,1,MixoJo00
198,Cordarrelle Patterson*+,CHI,29,,16,3,25,21,84.0%,132,6.3,0,7,25,5.3,1.3,8.3,0,PattCo00
199,Chad Beebe,MIN,26,,14,0,30,20,66.7%,201,10.1,2,12,40,6.7,1.4,14.4,2,BeebCh00
200,Quintez Cephus,DET,22,,13,2,35,20,57.1%,349,17.5,2,16,49,10.0,1.5,26.8,0,CephQu00
201,Devin Duvernay,BAL,23,,16,3,26,20,76.9%,201,10.1,0,8,39,7.7,1.3,12.6,0,DuveDe00
202,Kenny Golladay,DET,27,WR,5,5,32,20,62.5%,338,16.9,2,16,48,10.6,4.0,67.6,0,GollKe00
203,Deonte Harris,NOR,23,,9,2,25,20,80.0%,186,9.3,1,10,40,7.4,2.2,20.7,3,HarrDe07
204,Tyron Johnson,LAC,24,,12,0,26,20,76.9%,398,19.9,3,15,55,15.3,1.7,33.2,0,JohnTy03
205,Ray-Ray McCloud,PIT,24,,16,2,22,20,90.9%,77,3.9,0,3,13,3.5,1.3,4.8,2,McClRa00
206,Ian Thomas,CAR,24,te,16,8,31,20,64.5%,145,7.3,1,11,21,4.7,1.3,9.1,1,ThomIa00
207,Chris Thompson,JAX,30,,8,0,23,20,87.0%,146,7.3,1,5,15,6.3,2.5,18.3,0,ThomCh03
208,Olamide Zaccheaus,ATL,23,,11,2,32,20,62.5%,274,13.7,1,16,51,8.6,1.8,24.9,0,ZaccOl01
209,Miles Boykin,BAL,24,WR,16,13,33,19,57.6%,266,14.0,4,14,43,8.1,1.2,16.6,0,BoykMi00
210,Tyler Conklin,MIN,25,,16,2,26,19,73.1%,194,10.2,1,11,30,7.5,1.2,12.1,1,ConkTy00
211,Ross Dwelley,SFO,25,te,16,9,24,19,79.2%,245,12.9,1,10,36,10.2,1.2,15.3,0,DwelRo00
212,Derrick Henry *+,TEN,26,RB,16,16,31,19,61.3%,114,6.0,0,4,53,3.7,1.2,7.1,3,HenrDe00
